onglet,ligne,libelle,categorie_proposee,nature_proposee,premiere_formule_cellule,formule_observee,onglets_references,erreurs_litterales,nombre_formules,statut
Direct Local,82,Chargement SAP,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Direct Local,83,Ouverture,FIXE,Stock,B83,=+B72*0.05,,,120,À valider métier ; formule non reprise automatiquement
Direct Local,84,Clôture Per.,PROJECTION TEMPORELLE,Stock,B84,=B52*0.05,,,120,À valider métier ; formule non reprise automatiquement
Direct Local,85,Clôture Ant.,PROJECTION TEMPORELLE,Stock,B85,=B53*0.05,,,120,À valider métier ; formule non reprise automatiquement
Direct Local,86,Variation chargement Per.,IDENTITÉ COMPTABLE,Calcul,B86,=B84,,,120,À valider métier ; formule non reprise automatiquement
Direct Local,87,Variation chargement Ant.,IDENTITÉ COMPTABLE,Calcul,B87,=B85-B83,,,120,À valider métier ; formule non reprise automatiquement
Direct Local,89,Variation chargement Per.(SAP+IBNR),IDENTITÉ COMPTABLE,Calcul,B89,=B79+B52,,,33,À valider métier ; formule non reprise automatiquement
Direct Local,90,Variation chargement Ant.(SAP+IBNR),IDENTITÉ COMPTABLE,Calcul,J90,=SUM(D90:I90),,,24,À valider métier ; formule non reprise automatiquement
Direct Local,91,(sans libellé),À QUALIFIER,En-tête ou autre,B91,=B45-B89,,,120,À valider métier ; formule non reprise automatiquement
Direct Local,92,(sans libellé),À QUALIFIER,En-tête ou autre,M92,=(M11-M91)/M91,,,8,À valider métier ; formule non reprise automatiquement
Direct Local,93,Contrôle,À QUALIFIER,En-tête ou autre,,,,,0,À valider métier ; formule non reprise automatiquement
Direct Local,96,(sans libellé),À QUALIFIER,En-tête ou autre,B96,=B24-B20,,,120,À valider métier ; formule non reprise automatiquement
Direct Local,97,(sans libellé),À QUALIFIER,En-tête ou autre,B97,=B25-B21,,,120,À valider métier ; formule non reprise automatiquement
Direct Local,98,(sans libellé),À QUALIFIER,En-tête ou autre,B98,=B97-B96,,,120,À valider métier ; formule non reprise automatiquement
Direct Local,101,(sans libellé),À QUALIFIER,En-tête ou autre,E101,=C101-D101,,"N101, O101",12,À valider métier ; formule non reprise automatiquement
Direct Local,102,(sans libellé),À QUALIFIER,En-tête ou autre,E102,=C102-D102,,"N102, O102",12,À valider métier ; formule non reprise automatiquement
Direct Local,103,(sans libellé),À QUALIFIER,En-tête ou autre,C103,=C101-C102,,,36,À valider métier ; formule non reprise automatiquement
Direct Local,105,(sans libellé),À QUALIFIER,En-tête ou autre,D105,=C103-D103,,,12,À valider métier ; formule non reprise automatiquement
Direct Local,109,DAC OUV REC 100%,FIXE,Stock,,,,,0,À valider métier ; formule non reprise automatiquement
Direct Local,110,DAC CLO REC 100%,PROJECTION TEMPORELLE,Stock,,,,,0,À valider métier ; formule non reprise automatiquement
Direct Local,117,(sans libellé),À QUALIFIER,En-tête ou autre,M117,=M116/12,,,20,À valider métier ; formule non reprise automatiquement
Direct Local,118,(sans libellé),À QUALIFIER,En-tête ou autre,B118,=B117/12,,,20,À valider métier ; formule non reprise automatiquement
Direct Local,119,(sans libellé),À QUALIFIER,En-tête ou autre,EC119,=1-(EC117-EC118),,,10,À valider métier ; formule non reprise automatiquement
Direct Local,120,(sans libellé),À QUALIFIER,En-tête ou autre,EL120,=EL21*EL119,,,1,À valider métier ; formule non reprise automatiquement
Direct Local,127,(sans libellé),À QUALIFIER,En-tête ou autre,,,,"D127, E127, F127, G127, H127, I127, O127, P127, Q127, R127, S127, T127",0,À valider métier ; formule non reprise automatiquement
Direct Local,163,(sans libellé),À QUALIFIER,En-tête ou autre,C163,=C157-C162,,,7,À valider métier ; formule non reprise automatiquement
Direct Local,168,(sans libellé),À QUALIFIER,En-tête ou autre,O168,=O176-O179,,,6,À valider métier ; formule non reprise automatiquement
Direct Local,169,(sans libellé),À QUALIFIER,En-tête ou autre,C169,=C159-C163,,,7,À valider métier ; formule non reprise automatiquement
Direct Local,179,(sans libellé),À QUALIFIER,En-tête ou autre,N179,=SUM(O179:T179),,,1,À valider métier ; formule non reprise automatiquement
Direct Local,180,(sans libellé),À QUALIFIER,En-tête ou autre,N180,=SUM(O180:T180),,,7,À valider métier ; formule non reprise automatiquement
Direct Local,181,(sans libellé),À QUALIFIER,En-tête ou autre,N181,=SUM(O181:T181),,,1,À valider métier ; formule non reprise automatiquement
Direct Local,182,(sans libellé),À QUALIFIER,En-tête ou autre,N182,=SUM(O182:T182),,,1,À valider métier ; formule non reprise automatiquement
Direct Local,183,(sans libellé),À QUALIFIER,En-tête ou autre,N183,=SUM(O183:T183),,,1,À valider métier ; formule non reprise automatiquement
Direct Local,184,(sans libellé),À QUALIFIER,En-tête ou autre,N184,=SUM(O184:T184),,,1,À valider métier ; formule non reprise automatiquement
Direct Local,185,(sans libellé),À QUALIFIER,En-tête ou autre,N185,=SUM(O185:T185),,,1,À valider métier ; formule non reprise automatiquement
Direct Local,186,(sans libellé),À QUALIFIER,En-tête ou autre,D186,=D181/$Q$180,,,10,À valider métier ; formule non reprise automatiquement
Direct Local,187,(sans libellé),À QUALIFIER,En-tête ou autre,N187,=SUM(O187:T187),,,1,À valider métier ; formule non reprise automatiquement
Direct Local,188,(sans libellé),À QUALIFIER,En-tête ou autre,N188,=SUM(O188:T188),,,1,À valider métier ; formule non reprise automatiquement
Direct Local,190,(sans libellé),À QUALIFIER,En-tête ou autre,B190,=P186,,,8,À valider métier ; formule non reprise automatiquement
Direct Local,194,(sans libellé),À QUALIFIER,En-tête ou autre,L194,=K37-N186,,,1,À valider métier ; formule non reprise automatiquement
Direct Local,215,(sans libellé),À QUALIFIER,En-tête ou autre,B215,=B214*(1+C169),,,1,À valider métier ; formule non reprise automatiquement
Reass Local,1,(sans libellé),À QUALIFIER,En-tête ou autre,E1,"=TEXT(TODAY(), ""mmmm yyyy"")",,,1,À valider métier ; formule non reprise automatiquement
Reass Local,3,(sans libellé),À QUALIFIER,En-tête ou autre,Z3,=Z18/Z7,,,10,À valider métier ; formule non reprise automatiquement
Reass Local,4,Local GAAP,À QUALIFIER,En-tête ou autre,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,5,F CFA,À QUALIFIER,En-tête ou autre,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,7,Primes Emises,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,B7,='Hyp 2027'!B79*'Hyp 2027'!B171,Hyp 2027,,120,À valider métier ; formule non reprise automatiquement
Reass Local,8,PAP Ouverture,FIXE,Stock,J8,=SUM(D8:I8),,,24,À valider métier ; formule non reprise automatiquement
Reass Local,9,PAP Clôture,PROJECTION TEMPORELLE,Stock,J9,=SUM(D9:I9),,,24,À valider métier ; formule non reprise automatiquement
Reass Local,10,PANE Ouverture,FIXE,Stock,J10,=SUM(D10:I10),,,24,À valider métier ; formule non reprise automatiquement
Reass Local,11,PANE Clôture,PROJECTION TEMPORELLE,Stock,J11,=SUM(D11:I11),,,24,À valider métier ; formule non reprise automatiquement
Reass Local,12,Chiffre d'Affaire,IDENTITÉ COMPTABLE,Calcul,B12,=B7-B8+B9+B10-B11,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,14,Sinistres payés Per.,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,B14,='Hyp 2027'!B295,Hyp 2027,,120,À valider métier ; formule non reprise automatiquement
Reass Local,15,Sinistres payés Ant.,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,J15,=SUM(D15:I15),,,71,À valider métier ; formule non reprise automatiquement
Reass Local,16,Sinistres Payés net des recours,IDENTITÉ COMPTABLE,Calcul,B16,=B14+B15,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,18,Commisions,À QUALIFIER,En-tête ou autre,B18,=B7*'Hyp 2027'!B174,Hyp 2027,,120,À valider métier ; formule non reprise automatiquement
Reass Local,20,REC Ouverture,FIXE,Stock,J20,=SUM(D20:I20),,,108,À valider métier ; formule non reprise automatiquement
Reass Local,21,REC Clôture,PROJECTION TEMPORELLE,Stock,B21,='Hyp 2027'!B332*'Reass Local'!B7,"Hyp 2027, Reass Local",,120,À valider métier ; formule non reprise automatiquement
Reass Local,22,Variation de REC CIMA,IDENTITÉ COMPTABLE,Calcul,B22,=B21-B20,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,24,REC Ouverture,FIXE,Stock,B24,=B20/0.72,,,109,À valider métier ; formule non reprise automatiquement
Reass Local,25,REC Clôture,PROJECTION TEMPORELLE,Stock,B25,=B21/0.72,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,26,Variation de REC prorata,IDENTITÉ COMPTABLE,Calcul,B26,=B25-B24,,,140,À valider métier ; formule non reprise automatiquement
Reass Local,28,(sans libellé),À QUALIFIER,En-tête ou autre,J28,=SUM(D28:I28),,,24,À valider métier ; formule non reprise automatiquement
Reass Local,29,(sans libellé),À QUALIFIER,En-tête ou autre,J29,=SUM(D29:I29),,,112,À valider métier ; formule non reprise automatiquement
Reass Local,30,Variation de REC100%,IDENTITÉ COMPTABLE,Calcul,B30,=B29-B28,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,32,DAC Ouv,FIXE,Stock,J32,=SUM(D32:I32),,,24,À valider métier ; formule non reprise automatiquement
Reass Local,33,DAC Clo,PROJECTION TEMPORELLE,Stock,J33,=SUM(D33:I33),,,24,À valider métier ; formule non reprise automatiquement
Reass Local,34,Var DAC,IDENTITÉ COMPTABLE,Calcul,B34,=B32-B33,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,36,IBNR Ouverture,FIXE,Stock,J36,=SUM(D36:I36),,,24,À valider métier ; formule non reprise automatiquement
Reass Local,37,IBNR Clôture,VARIABLE ACTUARIELLE,Stock ou mouvement,J37,=SUM(D37:I37),,,24,À valider métier ; formule non reprise automatiquement
Reass Local,38,Variation de IBNR CIMA,IDENTITÉ COMPTABLE,Calcul,B38,=B37-B36,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,40,IBNR BE Per.,VARIABLE ACTUARIELLE,Stock ou mouvement,J40,=SUM(D40:I40),,,24,À valider métier ; formule non reprise automatiquement
Reass Local,41,IBNR BE Ant.,VARIABLE ACTUARIELLE,Stock ou mouvement,J41,=SUM(D41:I41),,,24,À valider métier ; formule non reprise automatiquement
Reass Local,42,Variation de IBNR BE,IDENTITÉ COMPTABLE,Calcul,B42,=B41-B40,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,44,SAP hors chargement Per.,VARIABLE ACTUARIELLE,Stock ou mouvement,J44,=SUM(D44:I44),,,112,À valider métier ; formule non reprise automatiquement
Reass Local,45,SAP hors chargement Ant.,VARIABLE ACTUARIELLE,Stock ou mouvement,J45,=SUM(D45:I45),,,112,À valider métier ; formule non reprise automatiquement
Reass Local,46,SAP hors chargement,VARIABLE ACTUARIELLE,Stock ou mouvement,B46,=B45+B44,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,48,Chargement de Gestion IBNR et SAP,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,49,IBNR exercice courant,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,50,IBNR exercices antérieurs,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,51,SAP exercice courant,VARIABLE ACTUARIELLE,Stock ou mouvement,J51,=SUM(D51:I51),,,24,À valider métier ; formule non reprise automatiquement
Reass Local,52,SAP exercices antérieurs,VARIABLE ACTUARIELLE,Stock ou mouvement,J52,=SUM(D52:I52),,,24,À valider métier ; formule non reprise automatiquement
Reass Local,54,IBNR BE,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,55,Ouverture,FIXE,Stock,J55,=SUM(D55:I55),,,24,À valider métier ; formule non reprise automatiquement
Reass Local,56,Clôture Per.,PROJECTION TEMPORELLE,Stock,B56,=B40,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,57,Clôture Ant.,PROJECTION TEMPORELLE,Stock,B57,=B41,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,58,Variation Per.,IDENTITÉ COMPTABLE,Calcul,B58,=B56,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,59,Variation Ant.,IDENTITÉ COMPTABLE,Calcul,B59,=B57-B55,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,61,SAP hors chargement,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,62,Ouverture,FIXE,Stock,K62,=B62+C62+J62,,,101,À valider métier ; formule non reprise automatiquement
Reass Local,63,Clôture Per.,PROJECTION TEMPORELLE,Stock,J63,=SUM(D63:I63),,,112,À valider métier ; formule non reprise automatiquement
Reass Local,64,Clôture Ant.,PROJECTION TEMPORELLE,Stock,J64,=SUM(D64:I64),,,112,À valider métier ; formule non reprise automatiquement
Reass Local,65,Variation Per.,IDENTITÉ COMPTABLE,Calcul,B65,=B63,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,66,Variation Ant.,IDENTITÉ COMPTABLE,Calcul,B66,=B64-B62,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,68,SAP hors chargement,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,69,ULAE Ouverture,FIXE,Stock,J69,=SUM(D69:I69),,,24,À valider métier ; formule non reprise automatiquement
Reass Local,70,ULAE Clôture,PROJECTION TEMPORELLE,Stock,B70,=B54,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,71,Variation Per.,IDENTITÉ COMPTABLE,Calcul,B71,=B70-B69,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,72,Chargement SAP,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,73,Ouverture,FIXE,Stock,J73,=SUM(D73:I73),,,112,À valider métier ; formule non reprise automatiquement
Reass Local,74,Clôture Per.,PROJECTION TEMPORELLE,Stock,J74,=SUM(D74:I74),,,112,À valider métier ; formule non reprise automatiquement
Reass Local,75,Clôture Ant.,PROJECTION TEMPORELLE,Stock,J75,=SUM(D75:I75),,,112,À valider métier ; formule non reprise automatiquement
Reass Local,76,Variation chargement Per.,IDENTITÉ COMPTABLE,Calcul,B76,=B74,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,77,Variation chargement Ant.,IDENTITÉ COMPTABLE,Calcul,B77,=B75-B73,,,120,À valider métier ; formule non reprise automatiquement
Reass Local,79,Contrôle,À QUALIFIER,En-tête ou autre,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,81,DAC OUV REC 100%,FIXE,Stock,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,82,DAC CLO REC 100%,PROJECTION TEMPORELLE,Stock,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,87,Progression par branche Réass,À QUALIFIER,En-tête ou autre,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,89,Facteur de dev.,À QUALIFIER,En-tête ou autre,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,90,Primes Emises,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,91,PAP Ouverture,FIXE,Stock,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,92,PAP Clôture,PROJECTION TEMPORELLE,Stock,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,93,PANE Ouverture,FIXE,Stock,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,94,PANE Clôture,PROJECTION TEMPORELLE,Stock,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,95,Sinistres payés Per.,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,96,Sinistres payés Ant.,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,97,Commision,À QUALIFIER,En-tête ou autre,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,98,REC Ouverture,FIXE,Stock,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,99,REC Clôture,PROJECTION TEMPORELLE,Stock,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,100,REC Ouverture 100%,FIXE,Stock,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,101,REC Clôture 100%,PROJECTION TEMPORELLE,Stock,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,102,SAP hors chargement Per.,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,103,SAP hors chargement Ant.,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,104,Recours Per.,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,105,Recours Per.Anté,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,106,SAP    Ouverture,FIXE,Stock,,,,,0,À valider métier ; formule non reprise automatiquement
Reass Local,107,(sans libellé),À QUALIFIER,En-tête ou autre,B107,=B102*0.72,,,8,À valider métier ; formule non reprise automatiquement
Reass Local,108,(sans libellé),À QUALIFIER,En-tête ou autre,B108,=B103*0.72,,,8,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,1,F CFA,À QUALIFIER,En-tête ou autre,,,,,0,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,3,(sans libellé),À QUALIFIER,En-tête ou autre,AE3,=AE5-D5,,,66,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,4,BRUT,À QUALIFIER,En-tête ou autre,C4,=C19/C5,,,31,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,5,Primes Emises,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,C5,=SUM(D5:I5),,,114,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,6,Variation primes non acquises,IDENTITÉ COMPTABLE,Calcul,C6,=SUM(D6:I6),,,98,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,7,Primes acquises,IDENTITÉ COMPTABLE,Calcul,C7,=+C5+C6,,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,8,(sans libellé),À QUALIFIER,En-tête ou autre,L8,=+E8-H8,,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,9,Sinistres réglés de l'exercice,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,C9,=SUM(D9:I9),,,97,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,10,Variation de provision pour sinistres de exercices,IDENTITÉ COMPTABLE,Calcul,C10,=SUM(D10:I10),,,85,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,11,Charges de sinistres de l'exercice,IDENTITÉ COMPTABLE,Calcul,C11,=+C9+C10,,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,12,Sinistres réglés sur exercices antérieurs,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,C12,=SUM(D12:I12),,,85,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,13,Variation de provision pour sinistres sur exercices antérieurs,IDENTITÉ COMPTABLE,Calcul,C13,=SUM(D13:I13),,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,14,Charges de sinistres sur exercice antérieur,IDENTITÉ COMPTABLE,Calcul,C14,=+C12+C13,,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,15,Charge de sinistres globale,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,C15,=+C11+C14,,,103,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,16,(sans libellé),À QUALIFIER,En-tête ou autre,L16,=+E16-H16,,,3,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,17,Commissions,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,C17,=SUM(D17:I17),,,87,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,18,DAC,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,C18,=SUM(D18:I18),,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,19,Commissions,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,C19,=SUM(D19:I19),,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,20,(sans libellé),À QUALIFIER,En-tête ou autre,L20,=+E20-H20,,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,21,Masse Salariale,À QUALIFIER,En-tête ou autre,C21,=SUM(D21:I21),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,22,Charges Externes,À QUALIFIER,En-tête ou autre,C22,=SUM(D22:I22),,,16,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,23,Management fees,À QUALIFIER,En-tête ou autre,C23,=SUM(D23:I23),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,24,Dépenses de Formation,À QUALIFIER,En-tête ou autre,C24,=SUM(D24:I24),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,25,Dépenses IT (hors amortissements),À QUALIFIER,En-tête ou autre,C25,=SUM(D25:I25),,,13,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,26,Dépenses de communications,À QUALIFIER,En-tête ou autre,C26,=SUM(D26:I26),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,27,"Travaux, fournitures et services",À QUALIFIER,En-tête ou autre,C27,=SUM(D27:I27),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,28,Autres charges externes,À QUALIFIER,En-tête ou autre,C28,=SUM(D28:I28),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,29,Charges administratives – Frais d’audit,À QUALIFIER,En-tête ou autre,C29,=SUM(D29:I29),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,30,Dotations / reprises aux amortissements et provisions,VARIABLE ACTUARIELLE,Stock ou mouvement,C30,=SUM(D30:I30),,,16,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,31,Frais préliminaires,À QUALIFIER,En-tête ou autre,C31,=SUM(D31:I31),,,13,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,32,Equipement,À QUALIFIER,En-tête ou autre,C32,=SUM(D32:I32),,,13,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,33,Logiciels,À QUALIFIER,En-tête ou autre,C33,=SUM(D33:I33),,,37,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,34,Matériel Informatique,À QUALIFIER,En-tête ou autre,C34,=SUM(D34:I34),,,13,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,35,Matériel de transport,À QUALIFIER,En-tête ou autre,C35,=SUM(D35:I35),,,25,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,36,Autres produits opératinnelles,À QUALIFIER,En-tête ou autre,C36,=SUM(D36:I36),,,25,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,37,Autres  charges opérationnels,TAUX × BASE,Ratio,C37,=SUM(D37:I37),,,13,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,38,Dotations sur créances intermédiaires,À QUALIFIER,En-tête ou autre,C38,=SUM(D38:I38),,,16,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,39,Autres Impôts et Taxes,À QUALIFIER,En-tête ou autre,C39,=SUM(D39:I39),,,16,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,40,Frais de contrôle,À QUALIFIER,En-tête ou autre,C40,=SUM(D40:I40),,,16,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,41,Frais généraux,À QUALIFIER,En-tête ou autre,C41,=SUM(D41:I41),,,89,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,42,(sans libellé),À QUALIFIER,En-tête ou autre,L42,=+E42-H42,,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,43,Résultat Technique brute,IDENTITÉ COMPTABLE,Calcul,C43,=+C7+C15+C19+C41,,,87,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,44,(sans libellé),À QUALIFIER,En-tête ou autre,L44,=+(H44-#REF!),REF,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,45,Ratios Bruts,TAUX × BASE,Ratio,L45,=+(H45-#REF!),REF,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,46,S/P de l'exercice,TAUX × BASE,Ratio,C46,=+ABS(C11/C7),,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,47,S/P global,TAUX × BASE,Ratio,C47,=+ABS(C15/C7),,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,48,taux commissions,TAUX × BASE,Ratio,C48,=-C19/C7,,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,49,taux Frais généraux,TAUX × BASE,Ratio,C49,=-C41/C7,,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,50,S/P combiné,TAUX × BASE,Ratio,C50,=SUM(C47:C49),,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,51,(sans libellé),À QUALIFIER,En-tête ou autre,L51,=+(H51-#REF!),REF,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,52,REASSURANCE,À QUALIFIER,En-tête ou autre,L52,=+(H52-#REF!),REF,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,53,Primes cédées,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,C53,=SUM(D53:I53),,,87,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,54,Variation primes non acquises,IDENTITÉ COMPTABLE,Calcul,C54,=SUM(D54:I54),,,85,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,55,Primes acquises,IDENTITÉ COMPTABLE,Calcul,C55,=+C53+C54,,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,56,(sans libellé),À QUALIFIER,En-tête ou autre,L56,=+(H56-#REF!),REF,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,57,Sinistres Réglés de l'exercice,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,C57,=SUM(D57:I57),,,85,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,58,Variation de provision pour sinistres de l'exercice,IDENTITÉ COMPTABLE,Calcul,C58,=SUM(D58:I58),,,85,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,59,Charges de sinistres de l'exercice,IDENTITÉ COMPTABLE,Calcul,C59,=SUM(C57:C58),,,85,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,60,Sinistres Réglés sur exercices antérieurs,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,C60,=SUM(D60:I60),,,85,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,61,Variation de provision pour sinistres sur exercices antérieurs,IDENTITÉ COMPTABLE,Calcul,C61,=SUM(D61:I61),,,85,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,62,Charges de sinistres sur exercice antérieur,IDENTITÉ COMPTABLE,Calcul,C62,=SUM(C60:C61),,,85,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,63,Charge de sinistres globale,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,C63,=+C59+C62,,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,64,(sans libellé),À QUALIFIER,En-tête ou autre,L64,=+(H64-#REF!),REF,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,65,Commissions,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,C65,=SUM(D65:I65),,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,66,(sans libellé),À QUALIFIER,En-tête ou autre,C66,=C65/C53,,,9,À valider métier ; formule non reprise automatiquement
